Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycling_Metal,Recycling_Glass,Recycling_Paper,Recycling_Plastic,Cooking_With_Microwave,Cooking_With_Stove,Cooking_With_Grill,Cooking_With_Oven,Cooking_With_Airfryer
normal,female,vegetarian,twice a day,coal,private,never,199,very frequently,6211,extra large,5,8,45,17,No,3700,1,1,1,1,0,0,0,1,0
overweight,female,omnivore,more frequently,wood,walk/bicycle,often,83,very frequently,60,small,2,6,42,1,No,2732,0,0,0,1,0,1,1,1,1
obese,female,vegetarian,daily,natural gas,walk/bicycle,never,132,very frequently,63,extra large,6,17,5,15,Sometimes,2946,0,1,0,1,0,1,0,1,0
overweight,female,vegetarian,twice a day,electricity,private,often,250,never,9941,extra large,3,0,36,7,Sometimes,3703,0,1,0,1,1,1,0,0,0
normal,female,vegetarian,daily,natural gas,public,often,190,rarely,557,small,5,20,20,12,Yes,1243,0,0,1,0,0,0,1,0,1
underweight,male,omnivore,daily,coal,private,often,64,never,4499,medium,6,24,30,24,Sometimes,2702,1,1,1,0,0,0,0,1,0
overweight,female,omnivore,twice a day,wood,private,often,246,never,8764,small,6,24,36,7,Yes,1815,0,0,0,1,1,1,1,1,1
overweight,male,vegetarian,daily,natural gas,walk/bicycle,never,133,very frequently,70,small,3,5,11,16,Sometimes,2204,1,1,1,0,0,0,1,1,1
obese,female,vegetarian,twice a day,coal,private,sometimes,227,very frequently,8786,extra large,4,20,24,2,Yes,5976,1,0,0,0,0,0,1,1,1
underweight,male,vegan,twice a day,coal,public,often,59,never,1991,small,2,14,0,12,Sometimes,1009,0,0,1,1,1,0,1,1,1
obese,female,pescatarian,less frequently,natural gas,walk/bicycle,sometimes,270,frequently,34,medium,2,24,10,18,Sometimes,1641,1,1,1,0,1,0,0,1,0
normal,male,pescatarian,more frequently,electricity,public,never,214,very frequently,227,large,4,3,10,2,No,2085,1,1,1,1,1,0,1,1,1
overweight,female,vegetarian,more frequently,natural gas,private,never,236,rarely,5063,medium,7,15,15,24,Sometimes,2833,0,1,0,0,0,1,0,1,0
normal,female,vegan,more frequently,coal,walk/bicycle,sometimes,260,very frequently,47,extra large,2,19,31,10,Yes,2370,1,0,1,0,0,1,0,1,0
underweight,female,vegan,more frequently,electricity,public,never,276,rarely,1087,medium,7,21,13,1,Yes,1221,0,0,0,0,0,0,0,1,0
underweight,male,pescatarian,more frequently,wood,public,often,245,rarely,748,large,2,8,42,18,Yes,2088,0,0,0,1,0,1,1,1,1
underweight,female,vegetarian,daily,electricity,public,never,281,rarely,1006,extra large,7,22,37,22,Yes,1984,0,0,1,0,0,1,1,1,1
overweight,female,vegan,twice a day,wood,walk/bicycle,never,92,frequently,6,medium,4,18,0,2,No,1378,0,1,0,1,1,1,0,1,0
normal,female,omnivore,more frequently,electricity,walk/bicycle,never,113,rarely,65,small,6,23,36,10,Sometimes,1171,0,0,1,0,1,1,0,0,0
obese,female,omnivore,less frequently,natural gas,walk/bicycle,never,78,rarely,59,small,2,22,49,17,No,1609,0,1,1,0,1,1,1,0,1
obese,female,pescatarian,more frequently,natural gas,private,often,276,very frequently,3959,extra large,5,8,43,7,Sometimes,4662,1,1,0,0,1,1,1,0,1
obese,male,vegetarian,daily,natural gas,public,often,225,frequently,317,small,2,13,15,6,Sometimes,1847,0,1,1,1,1,1,1,0,1
obese,female,vegetarian,twice a day,natural gas,public,never,181,very frequently,547,extra large,7,15,39,9,No,3456,0,1,1,1,0,1,1,0,1
obese,female,omnivore,less frequently,coal,walk/bicycle,often,135,rarely,7,extra large,2,20,9,12,Sometimes,1773,0,1,0,0,1,0,1,0,1
obese,female,vegetarian,daily,natural gas,walk/bicycle,often,172,rarely,12,small,4,12,48,11,Sometimes,1706,1,1,0,1,1,0,0,0,0
normal,male,vegetarian,daily,coal,walk/bicycle,often,73,very frequently,13,large,1,14,29,24,Sometimes,2696,1,0,1,1,1,0,0,0,0
normal,male,vegetarian,less frequently,coal,walk/bicycle,sometimes,195,rarely,70,small,2,16,16,19,Sometimes,1258,1,0,0,1,0,0,0,1,0
obese,female,omnivore,daily,coal,walk/bicycle,sometimes,85,very frequently,34,medium,2,9,8,11,No,2363,1,0,1,0,1,1,1,1,1
normal,female,vegetarian,twice a day,electricity,walk/bicycle,sometimes,198,never,96,extra large,1,10,41,15,No,1162,0,0,0,1,1,0,1,1,1
obese,female,vegan,less frequently,electricity,private,never,124,never,6730,extra large,4,3,28,13,No,2207,1,1,1,1,0,0,1,1,1
normal,female,omnivore,less frequently,coal,public,never,144,never,248,extra large,7,2,29,7,No,2032,0,0,0,0,1,1,0,0,0
overweight,male,vegan,more frequently,wood,public,often,103,rarely,912,medium,5,16,47,13,No,2190,0,1,1,0,0,1,0,1,0
normal,female,vegetarian,more frequently,wood,walk/bicycle,sometimes,251,never,25,small,6,2,14,4,No,952,0,1,1,0,1,0,0,1,0
overweight,female,pescatarian,more frequently,coal,public,sometimes,199,frequently,328,extra large,4,0,21,5,Yes,2312,0,0,1,0,0,1,1,0,1
obese,female,vegetarian,less frequently,electricity,public,sometimes,93,never,1406,extra large,4,17,18,5,Yes,1214,1,0,0,0,0,1,0,0,0
normal,female,vegetarian,daily,wood,private,often,163,rarely,3022,large,4,23,29,8,Sometimes,1509,0,1,1,1,1,1,1,0,1
normal,male,vegetarian,twice a day,coal,public,sometimes,215,rarely,1793,medium,2,12,34,16,No,1845,1,1,0,0,1,0,1,0,1
underweight,male,pescatarian,less frequently,coal,private,never,238,frequently,4674,small,4,13,25,1,Sometimes,1830,1,0,0,1,1,0,0,1,0
overweight,female,pescatarian,twice a day,electricity,walk/bicycle,often,147,never,95,large,6,8,0,12,No,1132,1,0,0,1,0,0,1,1,1
underweight,female,omnivore,more frequently,coal,private,never,172,never,5356,large,6,4,39,2,Sometimes,3219,0,0,1,0,0,0,0,1,0
normal,male,vegan,less frequently,electricity,public,sometimes,292,frequently,1819,large,2,16,46,14,Sometimes,2000,0,1,1,0,0,1,1,1,1
obese,male,vegetarian,more frequently,natural gas,private,often,85,frequently,5474,medium,3,10,44,13,No,4061,1,1,1,1,0,0,1,1,1
normal,male,vegan,less frequently,coal,public,sometimes,256,frequently,1460,large,6,4,35,16,No,2976,0,0,0,0,0,1,0,0,0
normal,female,vegan,daily,natural gas,walk/bicycle,often,249,never,70,small,4,5,5,17,Yes,927,0,1,0,1,1,1,1,1,1
obese,male,vegetarian,more frequently,wood,private,often,136,never,2859,extra large,1,16,27,22,Sometimes,1844,1,1,1,1,1,1,0,0,0
overweight,male,pescatarian,less frequently,wood,public,sometimes,294,very frequently,904,extra large,1,8,45,14,Yes,3246,0,0,0,0,0,0,1,0,1
obese,female,vegan,daily,electricity,public,often,157,frequently,722,small,3,18,26,3,No,1537,1,0,1,1,1,0,0,1,0
underweight,female,omnivore,daily,electricity,public,often,258,rarely,1672,small,1,10,6,2,No,975,0,0,1,0,1,0,0,0,0
obese,male,pescatarian,more frequently,coal,public,often,267,very frequently,661,medium,6,8,35,9,No,4132,0,0,1,0,1,1,1,0,1
normal,female,omnivore,daily,wood,public,sometimes,281,never,379,large,6,19,8,0,Yes,1302,1,1,0,1,1,1,1,0,1
normal,male,pescatarian,twice a day,natural gas,private,often,263,frequently,1202,small,7,22,13,11,Yes,2214,1,0,1,0,1,0,1,1,1
normal,male,vegetarian,more frequently,wood,public,often,263,frequently,1747,medium,2,3,42,11,Yes,2189,0,0,1,1,0,1,0,0,0
obese,male,vegetarian,more frequently,coal,public,never,157,very frequently,1880,medium,4,16,49,13,No,4021,1,1,0,0,1,1,1,0,1
obese,male,omnivore,daily,wood,walk/bicycle,never,280,rarely,51,extra large,5,22,47,2,Yes,2819,1,0,0,1,0,1,1,1,1
obese,female,vegan,more frequently,wood,walk/bicycle,sometimes,95,never,92,extra large,2,8,0,3,Yes,897,1,0,0,0,0,1,0,1,0
normal,female,omnivore,twice a day,coal,walk/bicycle,never,280,never,81,medium,1,19,18,17,Yes,1354,1,0,0,0,0,1,0,1,0
underweight,female,vegan,twice a day,wood,public,sometimes,59,very frequently,1886,medium,6,0,3,5,Yes,1885,0,1,0,0,0,0,0,1,0
obese,female,vegetarian,twice a day,electricity,private,never,109,rarely,9489,medium,5,23,18,6,Yes,942,1,1,1,0,1,1,0,1,0
obese,male,vegetarian,daily,natural gas,public,often,288,never,69,medium,1,2,6,9,No,1156,1,1,0,0,0,0,1,0,1
normal,female,pescatarian,less frequently,wood,walk/bicycle,often,284,rarely,9,medium,5,2,5,21,No,1491,0,0,0,0,0,0,1,0,1
normal,female,vegan,less frequently,natural gas,walk/bicycle,often,97,rarely,25,small,1,15,34,21,No,1238,0,0,1,1,0,1,0,1,0
normal,female,vegan,twice a day,wood,walk/bicycle,often,262,frequently,61,medium,7,11,13,22,Sometimes,1712,1,0,1,1,1,0,1,1,1
normal,male,omnivore,twice a day,natural gas,private,often,110,rarely,5508,extra large,2,11,34,15,Yes,2479,1,1,0,1,1,0,0,0,0
obese,male,omnivore,twice a day,electricity,private,sometimes,180,very frequently,5986,large,2,16,16,22,Yes,4724,1,1,0,1,1,1,0,1,0
underweight,male,vegetarian,twice a day,electricity,private,sometimes,177,rarely,8613,medium,2,21,36,14,Yes,1221,0,1,0,1,0,0,0,0,0
underweight,female,vegan,more frequently,natural gas,public,often,192,very frequently,397,small,4,18,37,13,Sometimes,2213,1,1,1,0,1,1,0,1,0
normal,male,omnivore,less frequently,wood,public,never,154,never,1492,extra large,7,19,14,23,Yes,2083,0,1,0,0,0,0,0,1,0
normal,female,vegetarian,daily,wood,private,often,280,rarely,4508,small,4,20,11,2,Yes,1977,1,1,0,1,0,1,1,0,1
normal,male,vegan,more frequently,wood,walk/bicycle,often,271,frequently,19,extra large,4,21,2,23,No,2223,0,1,0,1,1,1,0,1,0
normal,female,vegan,less frequently,electricity,private,never,73,frequently,7552,large,3,12,45,7,No,1753,0,1,0,0,0,0,1,1,1
normal,female,pescatarian,daily,natural gas,private,often,252,frequently,2499,small,1,18,36,5,Sometimes,2513,0,0,0,1,1,0,0,1,0
obese,male,omnivore,less frequently,coal,walk/bicycle,never,232,rarely,38,extra large,5,16,47,23,Sometimes,3007,1,0,1,1,1,1,1,1,1
obese,female,omnivore,less frequently,coal,public,never,85,frequently,1046,medium,3,17,32,17,Sometimes,2264,1,1,0,1,1,1,1,1,1
overweight,male,pescatarian,less frequently,coal,walk/bicycle,sometimes,189,never,94,extra large,2,15,4,23,Yes,1252,1,0,1,1,1,1,0,0,0
normal,male,pescatarian,twice a day,natural gas,walk/bicycle,never,111,very frequently,87,large,6,15,22,8,Yes,2768,0,0,1,1,0,1,0,0,0
obese,male,pescatarian,more frequently,coal,public,often,264,frequently,1887,extra large,4,16,39,17,Yes,3561,0,1,1,0,1,0,1,0,1
overweight,female,omnivore,twice a day,coal,public,never,118,frequently,1945,medium,6,23,26,24,No,2360,0,0,1,1,1,1,0,0,0
overweight,female,pescatarian,twice a day,electricity,private,sometimes,223,never,2888,large,2,23,28,7,No,1472,1,1,0,1,0,0,1,0,1
underweight,male,pescatarian,daily,coal,private,often,246,very frequently,544,small,6,12,50,1,Sometimes,3437,0,1,0,0,0,0,0,0,0
normal,male,vegan,twice a day,wood,walk/bicycle,sometimes,61,never,54,medium,1,8,35,8,Sometimes,1006,1,1,0,1,0,0,0,1,0
obese,female,pescatarian,daily,electricity,private,often,60,never,6920,small,1,1,40,19,Sometimes,2249,1,0,1,1,0,1,1,1,1
overweight,female,vegetarian,less frequently,wood,walk/bicycle,often,123,very frequently,4,extra large,3,22,11,2,Sometimes,2413,0,1,1,1,1,0,1,0,1
obese,male,pescatarian,twice a day,natural gas,public,never,76,never,266,extra large,7,24,2,20,Yes,2175,0,0,0,0,1,0,0,1,0
underweight,female,vegetarian,twice a day,wood,private,never,233,very frequently,5505,medium,3,24,39,5,Sometimes,3375,1,0,0,1,1,0,0,0,0
obese,female,vegan,daily,wood,public,often,94,frequently,826,medium,6,11,43,2,Sometimes,2487,0,1,0,0,1,1,0,0,0
obese,male,vegetarian,twice a day,wood,walk/bicycle,often,129,very frequently,99,extra large,1,18,24,3,Yes,2914,0,0,1,0,0,1,0,0,0
overweight,male,vegan,less frequently,natural gas,public,sometimes,186,never,1277,large,4,22,21,21,Sometimes,1573,1,0,0,0,1,0,0,0,0
normal,female,pescatarian,twice a day,electricity,private,never,105,rarely,8771,extra large,3,8,7,7,Yes,2919,0,0,1,1,1,0,0,1,0
normal,male,vegan,more frequently,electricity,public,sometimes,138,never,46,large,3,2,34,18,Yes,1148,1,0,0,1,0,0,1,1,1
obese,female,omnivore,twice a day,natural gas,public,sometimes,112,never,1401,small,7,6,44,17,Yes,1987,0,0,0,0,0,1,1,1,1
overweight,male,pescatarian,daily,coal,public,often,109,frequently,561,small,6,0,2,11,No,1877,0,1,1,1,1,1,0,1,0
underweight,female,pescatarian,twice a day,coal,public,never,261,very frequently,1604,extra large,3,19,45,0,Sometimes,2673,1,0,1,1,0,1,1,1,1
underweight,female,pescatarian,twice a day,natural gas,private,never,249,frequently,4265,small,1,19,29,10,Sometimes,2334,0,1,1,1,0,0,1,1,1
normal,female,pescatarian,less frequently,electricity,walk/bicycle,sometimes,217,rarely,77,large,4,19,44,18,No,1567,1,1,0,0,1,1,1,1,1
overweight,female,pescatarian,more frequently,coal,walk/bicycle,never,244,very frequently,28,large,1,18,36,21,Yes,2798,1,1,0,0,1,1,0,1,0
normal,male,omnivore,daily,electricity,public,never,79,frequently,519,extra large,3,12,42,23,Sometimes,1991,1,0,1,0,1,0,0,1,0
normal,female,vegetarian,twice a day,coal,walk/bicycle,often,248,rarely,50,extra large,1,3,15,4,Yes,1317,0,0,0,1,0,0,0,1,0
underweight,male,vegetarian,less frequently,natural gas,walk/bicycle,often,108,frequently,60,small,2,24,0,2,No,1401,0,1,0,0,1,0,0,1,0
obese,female,vegan,twice a day,coal,public,often,180,very frequently,898,extra large,1,8,37,10,Sometimes,2837,1,1,1,0,0,1,1,1,1
underweight,male,vegetarian,daily,natural gas,private,never,123,frequently,7425,medium,2,4,6,5,No,2649,0,0,0,0,0,0,0,1,0
obese,female,omnivore,daily,wood,public,often,140,rarely,15,extra large,7,4,36,12,Sometimes,2654,0,0,0,1,1,0,0,0,0
normal,female,vegan,daily,natural gas,private,often,87,frequently,2571,extra large,7,7,39,2,Sometimes,2365,0,0,1,1,1,1,1,1,1
overweight,male,vegetarian,twice a day,electricity,private,often,198,rarely,9885,medium,4,10,4,16,Sometimes,4051,0,1,0,1,0,1,0,1,0
underweight,male,vegan,less frequently,electricity,walk/bicycle,never,228,very frequently,48,large,3,7,33,4,No,2381,1,1,0,0,1,0,1,1,1
overweight,male,omnivore,less frequently,wood,walk/bicycle,often,216,frequently,69,small,6,21,44,5,Sometimes,2412,1,1,0,1,0,0,0,1,0
normal,female,omnivore,more frequently,coal,walk/bicycle,sometimes,195,very frequently,13,small,2,15,17,6,Sometimes,2284,1,1,0,1,0,1,1,1,1
overweight,female,vegan,less frequently,wood,public,sometimes,198,very frequently,1996,medium,7,16,36,4,Sometimes,2775,0,0,1,1,1,0,0,1,0
underweight,female,vegan,daily,coal,public,never,168,rarely,194,medium,1,20,9,9,Sometimes,764,1,1,1,1,1,1,0,0,0
overweight,male,vegan,twice a day,coal,walk/bicycle,sometimes,72,rarely,8,small,2,12,44,5,No,1554,1,1,1,1,1,1,0,0,0
overweight,male,vegan,more frequently,natural gas,public,sometimes,140,frequently,1923,medium,3,16,14,11,Sometimes,1879,1,0,1,0,0,0,1,1,1
overweight,male,pescatarian,daily,coal,walk/bicycle,often,203,rarely,90,extra large,2,23,17,16,Sometimes,1777,1,1,0,1,1,1,1,0,1
normal,female,vegetarian,daily,electricity,private,sometimes,224,rarely,3650,medium,4,2,7,3,Sometimes,663,1,1,1,0,1,0,1,1,1
overweight,female,vegetarian,more frequently,electricity,walk/bicycle,sometimes,102,frequently,90,large,6,16,28,18,No,2244,0,0,0,0,1,1,0,0,0
underweight,male,omnivore,twice a day,coal,private,sometimes,119,frequently,5769,large,7,6,8,22,No,3646,1,1,1,0,0,1,1,0,1
obese,male,vegan,more frequently,wood,walk/bicycle,never,74,very frequently,66,medium,3,19,39,5,Yes,2960,0,1,1,1,0,1,1,1,1
obese,male,pescatarian,twice a day,electricity,walk/bicycle,never,202,frequently,62,medium,1,3,15,14,Sometimes,1556,1,1,0,0,0,1,0,0,0
obese,male,vegan,less frequently,wood,public,sometimes,186,frequently,240,medium,2,0,10,4,No,1724,0,1,1,1,0,0,1,0,1
normal,male,vegetarian,more frequently,coal,public,often,250,frequently,332,medium,7,3,37,4,Yes,2222,1,1,1,0,0,1,1,0,1
normal,male,vegan,daily,electricity,walk/bicycle,never,186,very frequently,60,medium,2,23,16,0,Yes,1862,1,0,1,0,1,0,1,1,1
obese,female,vegetarian,more frequently,natural gas,walk/bicycle,often,183,frequently,72,small,5,13,40,24,Yes,2241,1,0,0,1,1,1,0,0,0
obese,female,omnivore,daily,electricity,walk/bicycle,often,98,rarely,91,medium,2,12,41,6,Yes,1629,0,0,0,1,0,1,1,0,1
underweight,female,omnivore,more frequently,coal,walk/bicycle,often,107,very frequently,77,small,2,9,45,8,No,2350,1,0,0,1,1,0,0,1,0
obese,female,vegetarian,less frequently,wood,walk/bicycle,never,199,never,73,small,1,9,9,18,No,959,0,1,0,0,1,0,0,1,0
obese,male,pescatarian,twice a day,natural gas,private,never,172,frequently,2664,large,5,22,18,19,Sometimes,3484,0,0,0,1,1,0,1,0,1
normal,female,vegetarian,more frequently,natural gas,private,never,88,very frequently,2317,small,6,15,45,23,Yes,2930,1,0,0,1,0,1,0,1,0
underweight,male,pescatarian,daily,electricity,public,never,98,never,1033,small,1,19,36,9,Yes,920,0,0,0,1,0,1,0,0,0
obese,male,pescatarian,daily,wood,walk/bicycle,never,213,very frequently,36,extra large,2,21,42,8,No,3090,1,1,1,0,0,0,1,0,1
overweight,male,vegan,more frequently,electricity,walk/bicycle,never,241,rarely,52,extra large,3,8,43,7,No,1811,1,0,0,0,0,1,0,0,0
obese,male,vegetarian,twice a day,electricity,walk/bicycle,often,107,very frequently,32,medium,2,21,4,20,Yes,2305,0,1,1,1,0,1,1,1,1
normal,female,omnivore,twice a day,coal,private,never,71,rarely,2536,medium,5,1,36,21,Yes,1635,0,0,1,1,0,1,1,1,1
underweight,male,vegan,twice a day,electricity,public,sometimes,206,frequently,972,small,2,16,10,19,Sometimes,1308,0,1,1,0,0,1,0,1,0
obese,female,vegan,twice a day,natural gas,walk/bicycle,sometimes,93,very frequently,35,medium,4,21,25,15,Sometimes,2568,0,1,0,1,1,0,0,0,0
obese,female,vegetarian,daily,wood,public,sometimes,285,rarely,1591,medium,6,6,36,23,Sometimes,1935,0,1,1,0,1,0,0,0,0
overweight,female,pescatarian,more frequently,electricity,private,never,105,rarely,4763,medium,5,11,41,5,Sometimes,1897,0,1,1,1,1,1,0,0,0
overweight,female,omnivore,twice a day,wood,public,often,282,never,482,medium,7,8,36,24,Sometimes,1863,1,0,1,1,1,0,0,1,0
obese,female,omnivore,less frequently,electricity,public,never,212,very frequently,1423,large,5,1,1,24,Sometimes,2501,1,0,1,1,1,0,1,1,1
overweight,male,vegetarian,twice a day,natural gas,walk/bicycle,sometimes,267,rarely,53,medium,2,1,30,11,No,1446,1,1,1,0,0,0,1,0,1
normal,male,vegetarian,less frequently,coal,private,never,274,frequently,5167,large,3,15,32,23,Sometimes,3698,0,1,0,0,0,1,0,1,0
underweight,male,vegetarian,daily,electricity,walk/bicycle,sometimes,83,never,29,large,2,20,38,23,Yes,1023,1,0,1,1,1,1,1,1,1
underweight,male,vegan,more frequently,electricity,private,sometimes,123,very frequently,2632,extra large,6,21,4,21,No,2499,1,0,1,1,1,0,1,1,1
normal,female,vegan,daily,electricity,private,never,50,frequently,3643,medium,2,2,49,1,Sometimes,2457,1,1,1,0,0,0,0,1,0
obese,female,pescatarian,more frequently,natural gas,public,sometimes,107,rarely,1493,extra large,6,0,45,16,Sometimes,2636,0,0,0,0,0,1,0,1,0
overweight,male,omnivore,less frequently,coal,walk/bicycle,never,154,frequently,17,medium,5,6,40,2,Yes,2477,0,0,1,0,1,0,1,1,1
overweight,female,vegetarian,daily,wood,public,often,95,rarely,1574,small,1,9,19,6,Yes,1219,0,0,0,1,0,1,0,0,0
overweight,male,omnivore,daily,electricity,private,often,278,rarely,1427,small,4,14,2,1,Sometimes,1509,0,1,1,1,0,1,0,1,0
normal,female,vegetarian,less frequently,coal,public,sometimes,145,frequently,772,large,5,13,22,18,Sometimes,2013,1,1,0,0,1,1,1,1,1
obese,female,omnivore,daily,coal,walk/bicycle,never,109,frequently,24,small,4,4,2,14,No,1636,1,1,0,1,1,1,0,0,0
underweight,female,vegetarian,less frequently,coal,walk/bicycle,sometimes,201,frequently,16,extra large,3,19,39,10,Sometimes,1767,1,1,1,0,1,1,1,1,1
obese,female,omnivore,more frequently,natural gas,private,sometimes,159,rarely,4669,medium,7,11,50,4,Sometimes,3469,1,0,0,0,0,1,0,1,0
obese,female,omnivore,twice a day,electricity,walk/bicycle,often,294,very frequently,44,medium,7,0,14,22,Sometimes,3038,0,0,1,0,0,0,1,0,1
normal,female,pescatarian,twice a day,wood,private,sometimes,94,never,2131,medium,7,19,45,0,Yes,1767,0,1,1,1,1,1,1,1,1
normal,male,pescatarian,twice a day,wood,walk/bicycle,often,65,frequently,71,extra large,4,24,0,9,Yes,1712,0,1,1,0,1,0,0,0,0
obese,female,vegetarian,more frequently,coal,private,sometimes,178,rarely,4816,small,2,14,15,6,Sometimes,2408,1,0,0,1,1,1,1,1,1
obese,female,vegan,twice a day,wood,private,sometimes,175,frequently,5555,extra large,5,21,35,0,No,3660,1,1,1,0,0,0,1,1,1
obese,male,vegetarian,daily,electricity,private,never,162,rarely,9107,large,3,17,10,19,Sometimes,5293,0,0,1,0,0,0,1,1,1
obese,male,vegetarian,twice a day,coal,public,sometimes,145,frequently,1707,extra large,3,9,26,0,Yes,2696,1,1,0,0,1,1,1,0,1
overweight,male,vegan,twice a day,electricity,private,sometimes,204,very frequently,10,extra large,6,1,17,9,Sometimes,2955,0,1,1,1,0,1,0,1,0
overweight,female,vegetarian,twice a day,coal,walk/bicycle,often,228,rarely,75,extra large,2,15,29,3,Sometimes,1447,1,1,1,1,0,0,0,0,0
overweight,female,pescatarian,more frequently,electricity,private,never,251,very frequently,4123,large,1,12,19,10,No,3415,0,1,0,0,0,0,1,1,1
normal,female,vegetarian,less frequently,natural gas,private,never,168,never,5619,extra large,4,18,32,9,No,2508,0,0,1,0,0,0,0,0,0
underweight,male,pescatarian,daily,electricity,public,often,92,never,1857,extra large,3,15,9,15,Yes,1134,0,1,0,1,0,1,1,0,1
